city,year,month,latitude,longitude,elevation_m,max_temp_c,min_temp_c,avg_temp_c,humidity_pct,wind_speed_ms,ndvi,ndwi,ndbi,population_density,emission_index,avg_building_height,urban_canyon_index,industrial_heat_factor,ac_thermal_exhaust,sensor_reliability,built_up_ratio,green_cover_ratio,water_cover_ratio,lst_day_mean,lst_night_mean,viirs_avg_radiance
Agra,2020,8,27.1767,78.0081,171,36.6,22.5,31.6,77.0,2.2,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,37.24,24.68,66.82
Agra,2020,9,27.1767,78.0081,171,36.6,23.4,31.6,83.9,2.5,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,38.34,25.88,66.88
Agra,2020,10,27.1767,78.0081,171,32.3,17.7,27.3,67.9,2.4,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,32.92,20.26,68.28
Agra,2020,11,27.1767,78.0081,171,25.6,12.0,20.6,66.0,1.9,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,26.19,13.75,67.4
Agra,2020,12,27.1767,78.0081,171,22.2,9.5,17.2,49.9,0.9,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,22.19,8.94,64.49
Agra,2021,1,27.1767,78.0081,171,20.2,8.1,15.2,52.4,0.5,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,20.56,8.14,69.33
Agra,2021,2,27.1767,78.0081,171,25.4,11.0,20.4,66.1,2.5,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,26.28,13.07,69.16
Agra,2021,3,27.1767,78.0081,171,28.7,14.3,23.7,39.0,2.5,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,30.3,17.49,67.37
Agra,2021,4,27.1767,78.0081,171,36.3,23.8,31.3,30.2,3.3,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,36.12,23.49,69.29
Agra,2021,5,27.1767,78.0081,171,41.2,26.8,36.2,44.4,3.5,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,42.82,30.62,66.71
Agra,2021,6,27.1767,78.0081,171,43.8,31.1,38.8,55.4,2.0,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,44.48,31.75,67.21
Agra,2021,7,27.1767,78.0081,171,38.7,24.2,33.7,74.5,1.4,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,39.36,26.95,65.66
Agra,2021,8,27.1767,78.0081,171,37.8,23.6,32.8,72.1,2.2,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,39.89,26.89,66.74
Agra,2021,9,27.1767,78.0081,171,35.9,20.9,30.9,71.2,1.9,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,37.21,24.82,69.51
Agra,2021,10,27.1767,78.0081,171,36.4,23.6,31.4,59.6,3.3,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,38.01,25.03,63.39
Agra,2021,11,27.1767,78.0081,171,26.5,12.9,21.5,42.6,2.3,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,27.03,14.1,65.87
Agra,2021,12,27.1767,78.0081,171,23.2,9.5,18.2,49.4,2.0,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,23.12,10.0,67.65
Agra,2022,1,27.1767,78.0081,171,18.4,3.6,13.4,64.9,2.9,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,19.86,6.84,66.43
Agra,2022,2,27.1767,78.0081,171,24.1,11.8,19.1,73.6,2.3,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,24.6,11.43,66.41
Agra,2022,3,27.1767,78.0081,171,28.6,15.4,23.6,26.7,1.7,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,29.98,17.38,67.43
Agra,2022,4,27.1767,78.0081,171,38.1,25.0,33.1,40.8,3.4,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,40.12,27.03,67.94
Agra,2022,5,27.1767,78.0081,171,43.6,29.7,38.6,31.0,3.5,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,44.72,31.81,65.79
Agra,2022,6,27.1767,78.0081,171,43.1,29.9,38.1,55.1,1.0,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,44.01,31.32,71.19
Agra,2022,7,27.1767,78.0081,171,38.0,24.1,33.0,68.1,1.2,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,38.49,25.9,66.37
Agra,2022,8,27.1767,78.0081,171,36.9,24.7,31.9,76.9,3.2,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,38.03,24.9,64.33
Agra,2022,9,27.1767,78.0081,171,35.7,21.3,30.7,78.9,2.1,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,36.55,23.69,64.85
Agra,2022,10,27.1767,78.0081,171,34.3,21.2,29.3,44.1,1.8,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,33.97,21.5,67.26
Agra,2022,11,27.1767,78.0081,171,31.9,19.5,26.9,54.9,2.7,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,30.03,17.54,67.79
Agra,2022,12,27.1767,78.0081,171,21.0,6.5,16.0,39.3,3.6,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,21.04,8.35,66.23
Agra,2023,1,27.1767,78.0081,171,19.2,4.8,14.2,51.4,1.3,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,20.27,7.38,64.5
Agra,2023,2,27.1767,78.0081,171,20.9,7.0,15.9,54.3,2.7,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,21.1,8.66,65.05
Agra,2023,3,27.1767,78.0081,171,30.1,16.1,25.1,40.6,3.6,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,31.51,19.15,69.39
Agra,2023,4,27.1767,78.0081,171,39.3,26.7,34.3,46.8,4.7,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,40.35,27.65,63.57
Agra,2023,5,27.1767,78.0081,171,43.9,29.6,38.9,35.0,3.8,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,45.55,33.1,64.75
Agra,2023,6,27.1767,78.0081,171,42.3,28.1,37.3,66.6,3.4,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,43.28,31.18,64.98
Agra,2023,7,27.1767,78.0081,171,39.0,25.2,34.0,71.6,0.6,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,40.65,27.79,64.59
Agra,2023,8,27.1767,78.0081,171,34.9,20.4,29.9,79.5,2.2,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,35.52,22.68,66.88
Agra,2023,9,27.1767,78.0081,171,36.5,22.9,31.5,81.7,1.2,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,37.41,24.58,69.48
Agra,2023,10,27.1767,78.0081,171,34.5,20.9,29.5,59.0,2.6,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,35.57,22.62,65.21
Agra,2023,11,27.1767,78.0081,171,28.2,14.8,23.2,62.2,1.5,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,30.35,17.77,62.74
Agra,2023,12,27.1767,78.0081,171,22.5,9.9,17.5,60.8,3.2,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,23.23,10.23,65.1
Agra,2024,1,27.1767,78.0081,171,20.9,6.3,15.9,46.1,1.6,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,21.93,9.14,66.29
Agra,2024,2,27.1767,78.0081,171,22.5,10.5,17.5,68.4,1.4,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,24.07,11.2,66.71
Agra,2024,3,27.1767,78.0081,171,27.7,13.9,22.7,33.1,5.4,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,29.3,16.38,71.38
Agra,2024,4,27.1767,78.0081,171,39.7,25.6,34.7,51.2,2.9,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,41.27,28.7,67.82
Agra,2024,5,27.1767,78.0081,171,42.7,28.5,37.7,38.6,4.0,0.098,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,44.64,31.55,65.88
Agra,2024,6,27.1767,78.0081,171,41.7,28.5,36.7,64.2,1.8,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,42.04,29.85,68.71
Agra,2024,7,27.1767,78.0081,171,40.7,25.9,35.7,81.9,0.5,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,42.53,29.63,64.03
Agra,2024,8,27.1767,78.0081,171,37.1,24.9,32.1,72.4,2.0,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,37.97,24.74,67.29
Agra,2024,9,27.1767,78.0081,171,36.6,22.6,31.6,72.5,2.3,0.196,-0.228,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,38.35,26.1,65.35
Agra,2024,10,27.1767,78.0081,171,32.9,18.6,27.9,48.3,1.3,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,34.06,21.25,64.51
Agra,2024,11,27.1767,78.0081,171,31.1,19.0,26.1,62.1,2.6,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,30.45,17.69,64.77
Agra,2024,12,27.1767,78.0081,171,21.5,7.3,16.5,42.5,1.6,0.14,-0.38,0.25,11253,2.89,20.0,0.9,0.6,0.82,0.95,0.58,0.053,0.035,22.58,9.86,67.67
Varanasi,2020,1,25.3176,82.9739,81,17.0,2.4,12.0,64.3,1.4,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,17.99,5.14,57.68
Varanasi,2020,2,25.3176,82.9739,81,21.1,7.7,16.1,48.4,2.1,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,21.88,10.22,52.26
Varanasi,2020,3,25.3176,82.9739,81,26.2,11.8,21.2,60.6,3.5,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,26.29,13.71,56.88
Varanasi,2020,4,25.3176,82.9739,81,34.0,19.7,29.0,35.2,2.5,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,33.84,21.37,51.6
Varanasi,2020,5,25.3176,82.9739,81,37.8,25.5,32.8,39.2,3.3,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,37.95,25.39,53.88
Varanasi,2020,6,25.3176,82.9739,81,42.7,29.8,37.7,55.9,0.8,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,43.69,31.39,55.47
Varanasi,2020,7,25.3176,82.9739,81,35.0,20.6,30.0,82.3,2.4,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,35.96,23.86,53.93
Varanasi,2020,8,25.3176,82.9739,81,33.2,20.6,28.2,76.3,1.7,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,33.74,21.16,52.32
Varanasi,2020,9,25.3176,82.9739,81,33.9,18.9,28.9,85.1,1.9,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,34.58,22.07,50.53
Varanasi,2020,10,25.3176,82.9739,81,34.9,20.2,29.9,69.3,2.2,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,32.76,20.74,50.48
Varanasi,2020,11,25.3176,82.9739,81,26.4,11.9,21.4,57.8,1.8,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,26.1,13.75,52.26
Varanasi,2020,12,25.3176,82.9739,81,17.7,3.2,12.7,59.4,1.3,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,16.93,4.3,55.45
Varanasi,2021,1,25.3176,82.9739,81,18.7,4.2,13.7,65.1,0.8,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,18.6,6.03,51.01
Varanasi,2021,2,25.3176,82.9739,81,23.7,11.5,18.7,64.6,1.1,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,24.06,11.61,51.05
Varanasi,2021,3,25.3176,82.9739,81,28.3,15.7,23.3,50.1,1.6,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,28.08,15.81,51.91
Varanasi,2021,4,25.3176,82.9739,81,35.1,20.4,30.1,27.9,4.3,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,35.48,23.08,53.56
Varanasi,2021,5,25.3176,82.9739,81,40.2,27.9,35.2,51.0,3.8,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,41.43,28.94,50.91
Varanasi,2021,6,25.3176,82.9739,81,39.1,24.4,34.1,51.5,2.6,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,39.02,26.55,53.52
Varanasi,2021,7,25.3176,82.9739,81,35.6,22.0,30.6,76.1,2.3,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,36.06,23.33,55.03
Varanasi,2021,8,25.3176,82.9739,81,33.2,20.3,28.2,70.0,2.6,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,33.48,20.93,52.82
Varanasi,2021,9,25.3176,82.9739,81,34.7,20.2,29.7,75.7,1.4,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,35.86,23.38,52.52
Varanasi,2021,10,25.3176,82.9739,81,31.5,18.2,26.5,60.2,4.2,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,31.25,18.87,54.81
Varanasi,2021,11,25.3176,82.9739,81,25.5,11.4,20.5,46.1,3.0,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,24.37,12.07,55.6
Varanasi,2021,12,25.3176,82.9739,81,22.0,8.2,17.0,58.4,2.1,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,22.51,9.58,52.36
Varanasi,2022,1,25.3176,82.9739,81,18.8,6.2,13.8,37.3,1.8,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,20.0,7.36,53.24
Varanasi,2022,2,25.3176,82.9739,81,21.3,6.9,16.3,52.5,1.4,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,19.16,6.94,53.02
Varanasi,2022,3,25.3176,82.9739,81,28.2,14.7,23.2,32.5,3.2,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,29.84,17.5,52.49
Varanasi,2022,4,25.3176,82.9739,81,33.7,19.0,28.7,22.0,1.9,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,34.13,22.01,52.06
Varanasi,2022,5,25.3176,82.9739,81,40.2,27.9,35.2,41.5,5.1,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,41.39,29.22,51.77
Varanasi,2022,6,25.3176,82.9739,81,40.1,27.9,35.1,53.9,2.1,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,40.06,26.95,51.08
Varanasi,2022,7,25.3176,82.9739,81,35.2,21.4,30.2,78.1,2.6,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,35.43,23.35,55.17
Varanasi,2022,8,25.3176,82.9739,81,34.2,21.3,29.2,77.8,1.8,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,34.87,22.61,52.97
Varanasi,2022,9,25.3176,82.9739,81,37.1,23.1,32.1,80.1,1.5,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,36.87,23.83,54.32
Varanasi,2022,10,25.3176,82.9739,81,33.9,19.2,28.9,57.3,2.2,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,33.36,20.58,52.32
Varanasi,2022,11,25.3176,82.9739,81,23.9,10.6,18.9,64.0,1.1,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,23.57,10.57,55.2
Varanasi,2022,12,25.3176,82.9739,81,19.6,6.4,14.6,50.5,1.8,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,19.42,6.84,52.95
Varanasi,2023,1,25.3176,82.9739,81,20.2,6.7,15.2,57.2,1.4,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,19.87,6.93,55.4
Varanasi,2023,2,25.3176,82.9739,81,24.8,12.7,19.8,46.2,1.7,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,22.94,10.35,52.65
Varanasi,2023,3,25.3176,82.9739,81,27.3,12.8,22.3,42.3,3.7,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,28.42,16.14,52.26
Varanasi,2023,4,25.3176,82.9739,81,35.6,22.0,30.6,41.8,2.3,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,36.16,23.84,49.71
Varanasi,2023,5,25.3176,82.9739,81,39.9,26.9,34.9,31.3,3.6,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,40.74,27.75,51.77
Varanasi,2023,6,25.3176,82.9739,81,39.5,25.8,34.5,57.3,2.7,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,39.48,27.11,57.0
Varanasi,2023,7,25.3176,82.9739,81,32.8,18.2,27.8,79.2,2.2,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,33.7,21.11,52.64
Varanasi,2023,8,25.3176,82.9739,81,36.2,21.3,31.2,77.4,1.1,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,36.71,24.14,53.39
Varanasi,2023,9,25.3176,82.9739,81,35.1,21.6,30.1,74.4,2.2,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,35.25,22.27,55.38
Varanasi,2023,10,25.3176,82.9739,81,28.6,13.7,23.6,58.3,3.2,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,29.35,16.97,52.75
Varanasi,2023,11,25.3176,82.9739,81,25.6,10.8,20.6,63.0,3.9,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,25.82,13.31,55.12
Varanasi,2023,12,25.3176,82.9739,81,20.6,7.5,15.6,51.7,1.4,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,20.65,8.08,55.1
Varanasi,2024,1,25.3176,82.9739,81,18.2,3.9,13.2,60.7,2.3,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,18.84,6.67,53.88
Varanasi,2024,2,25.3176,82.9739,81,21.7,8.5,16.7,48.4,2.0,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,22.34,10.1,53.56
Varanasi,2024,3,25.3176,82.9739,81,26.9,13.4,21.9,46.1,3.0,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,27.08,14.39,52.24
Varanasi,2024,4,25.3176,82.9739,81,34.4,19.6,29.4,48.7,2.9,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,35.22,23.06,49.64
Varanasi,2024,5,25.3176,82.9739,81,40.5,26.6,35.5,40.2,1.8,0.161,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,40.66,28.13,48.85
Varanasi,2024,6,25.3176,82.9739,81,40.9,26.8,35.9,46.2,2.6,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,39.39,27.0,56.46
Varanasi,2024,7,25.3176,82.9739,81,35.1,22.7,30.1,82.4,0.5,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,35.78,23.65,58.37
Varanasi,2024,8,25.3176,82.9739,81,37.4,22.9,32.4,76.4,2.1,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,34.16,21.76,51.21
Varanasi,2024,9,25.3176,82.9739,81,32.5,19.2,27.5,82.4,2.2,0.322,-0.132,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,33.49,20.96,51.3
Varanasi,2024,10,25.3176,82.9739,81,32.2,20.2,27.2,66.4,2.7,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,31.88,19.65,52.72
Varanasi,2024,11,25.3176,82.9739,81,26.5,12.2,21.5,56.6,1.5,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,26.38,13.98,52.99
Varanasi,2024,12,25.3176,82.9739,81,19.8,7.2,14.8,43.4,0.5,0.23,-0.22,0.15,9371,2.05,18.0,0.9,0.45,0.64,0.95,0.55,0.103,0.052,19.86,7.45,53.67
Prayagraj,2020,1,25.4358,81.8463,98,16.6,4.0,11.6,45.9,2.8,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,16.14,4.03,47.05
Prayagraj,2020,2,25.4358,81.8463,98,21.2,7.3,16.2,48.0,2.9,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,22.13,10.13,46.21
Prayagraj,2020,3,25.4358,81.8463,98,29.1,16.3,24.1,38.4,3.5,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,29.21,16.79,47.39
Prayagraj,2020,4,25.4358,81.8463,98,33.1,21.1,28.1,64.1,4.3,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,33.37,20.55,47.25
Prayagraj,2020,5,25.4358,81.8463,98,40.5,28.1,35.5,47.2,3.9,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,40.66,28.79,48.12
Prayagraj,2020,6,25.4358,81.8463,98,39.0,27.0,34.0,45.1,0.8,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,39.44,27.02,49.65
Prayagraj,2020,7,25.4358,81.8463,98,35.5,21.3,30.5,73.9,1.9,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,35.55,23.27,49.04
Prayagraj,2020,8,25.4358,81.8463,98,32.0,19.4,27.0,71.7,1.5,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,32.02,19.53,48.76
Prayagraj,2020,9,25.4358,81.8463,98,34.2,21.4,29.2,83.7,3.3,0.308,-0.108,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,33.95,21.58,50.52
Prayagraj,2020,10,25.4358,81.8463,98,29.7,17.3,24.7,52.4,2.1,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,30.84,18.29,47.16
Prayagraj,2020,11,25.4358,81.8463,98,24.9,10.5,19.9,55.1,1.8,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,24.65,12.18,48.86
Prayagraj,2020,12,25.4358,81.8463,98,19.5,7.4,14.5,43.6,1.8,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,21.0,7.95,46.56
Prayagraj,2021,1,25.4358,81.8463,98,19.3,4.4,14.3,44.1,2.2,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,19.29,6.82,48.35
Prayagraj,2021,2,25.4358,81.8463,98,20.8,7.4,15.8,49.9,2.4,0.22,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,21.25,8.59,47.74
Prayagraj,2021,3,25.4358,81.8463,98,26.6,14.6,21.6,43.6,3.2,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,27.03,14.97,50.04
Prayagraj,2021,4,25.4358,81.8463,98,34.7,20.5,29.7,48.8,3.0,0.154,-0.18,0.16,8258,2.37,18.2,0.9,0.45,0.56,0.95,0.54,0.093,0.072,35.68,23.13,48.95
